warehouse_id,product_id,inventory_on_hand_qty,safety_stock_qty,daily_demand_30d_avg,days_of_inventory,stockout_risk_flag
WH_MUMBAI_W,P0429,3481.0,1036.0,74.0,47.0,0
WH_MUMBAI_W,P0620,1307.0,1798.0,128.4,10.2,1
WH_MUMBAI_W,P0595,3072.0,1212.0,86.6,35.5,0
WH_MUMBAI_W,P0608,5039.0,2019.0,144.2,34.9,0
WH_MUMBAI_W,P0150,3723.0,2398.0,171.3,21.7,0
WH_MUMBAI_W,P0357,5538.0,2338.0,167.0,33.2,0
WH_MUMBAI_W,P0228,1108.0,364.0,26.0,42.6,0
WH_MUMBAI_W,P0554,1275.0,1733.0,123.8,10.3,1
WH_MUMBAI_W,P0205,4050.0,2436.0,174.0,23.3,0
WH_MUMBAI_W,P0115,371.0,512.0,36.6,10.1,1
WH_MUMBAI_W,P0337,4994.0,1910.0,136.4,36.6,0
WH_MUMBAI_W,P0911,5480.0,2253.0,160.9,34.1,0
WH_MUMBAI_W,P0822,6229.0,1886.0,134.7,46.2,0
WH_MUMBAI_W,P0266,1229.0,367.0,26.2,46.9,0
WH_MUMBAI_W,P0790,482.0,224.0,16.0,30.1,0
WH_MUMBAI_W,P0796,778.0,771.0,55.1,14.1,0
WH_MUMBAI_W,P0297,2370.0,739.0,52.8,44.9,0
WH_MUMBAI_W,P0011,2714.0,1046.0,74.7,36.3,0
WH_MUMBAI_W,P0105,1519.0,613.0,43.8,34.7,0
WH_MUMBAI_W,P0195,1643.0,1754.0,125.3,13.1,1
WH_MUMBAI_W,P0569,3315.0,995.0,71.1,46.6,0
WH_MUMBAI_W,P0276,4220.0,1357.0,96.9,43.6,0
WH_MUMBAI_W,P0188,2658.0,1002.0,71.6,37.1,0
WH_MUMBAI_W,P0711,2254.0,1044.0,74.6,30.2,0
WH_MUMBAI_W,P0391,4742.0,2519.0,179.9,26.4,0
WH_MUMBAI_W,P0673,1977.0,783.0,55.9,35.4,0
WH_MUMBAI_W,P0553,420.0,263.0,18.8,22.3,0
WH_MUMBAI_W,P0161,3327.0,1847.0,131.9,25.2,0
WH_MUMBAI_W,P0230,4313.0,2054.0,146.7,29.4,0
WH_MUMBAI_W,P0821,1283.0,445.0,31.8,40.3,0
WH_MUMBAI_W,P0651,2210.0,2430.0,173.6,12.7,1
WH_MUMBAI_W,P0189,3782.0,2475.0,176.8,21.4,0
WH_MUMBAI_W,P0135,1420.0,1529.0,109.2,13.0,1
WH_MUMBAI_W,P0279,4017.0,2103.0,150.2,26.7,0
WH_MUMBAI_W,P0641,3911.0,1197.0,85.5,45.7,0
WH_MUMBAI_W,P0926,2912.0,1117.0,79.8,36.5,0
WH_MUMBAI_W,P0568,7850.0,2405.0,171.8,45.7,0
WH_MUMBAI_W,P0286,6856.0,2108.0,150.6,45.5,0
WH_MUMBAI_W,P0583,2627.0,1114.0,79.6,33.0,0
WH_MUMBAI_W,P0198,2655.0,1285.0,91.8,28.9,0
WH_MUMBAI_W,P0254,1569.0,1844.0,131.7,11.9,1
WH_MUMBAI_W,P0103,7420.0,2250.0,160.7,46.2,0
WH_MUMBAI_W,P0152,1791.0,960.0,68.6,26.1,0
WH_MUMBAI_W,P0754,3290.0,2339.0,167.1,19.7,0
WH_MUMBAI_W,P0759,6845.0,2314.0,165.3,41.4,0
WH_MUMBAI_W,P0763,3104.0,2379.0,169.9,18.3,0
WH_MUMBAI_W,P0056,2882.0,1914.0,136.7,21.1,0
WH_MUMBAI_W,P0780,5807.0,2020.0,144.3,40.2,0
WH_MUMBAI_W,P0084,399.0,468.0,33.4,11.9,1
WH_MUMBAI_W,P0465,3317.0,1117.0,79.8,41.6,0
WH_MUMBAI_W,P0907,1464.0,644.0,46.0,31.8,0
WH_MUMBAI_W,P0893,449.0,428.0,30.6,14.7,0
WH_MUMBAI_W,P0592,4404.0,1680.0,120.0,36.7,0
WH_MUMBAI_W,P0716,2040.0,781.0,55.8,36.6,0
WH_MUMBAI_W,P0837,1058.0,490.0,35.0,30.2,0
WH_MUMBAI_W,P0892,2128.0,1161.0,82.9,25.7,0
WH_MUMBAI_W,P0408,347.0,315.0,22.5,15.4,0
WH_MUMBAI_W,P0213,7478.0,2227.0,159.1,47.0,0
WH_MUMBAI_W,P0693,1935.0,678.0,48.4,40.0,0
WH_MUMBAI_W,P0476,4601.0,2436.0,174.0,26.4,0
WH_MUMBAI_W,P0925,4776.0,1991.0,142.2,33.6,0
WH_MUMBAI_W,P0261,1729.0,732.0,52.3,33.1,0
WH_MUMBAI_W,P0746,5745.0,1719.0,122.8,46.8,0
WH_MUMBAI_W,P0079,1519.0,505.0,36.1,42.1,0
WH_MUMBAI_W,P0915,3375.0,1119.0,79.9,42.2,0
WH_MUMBAI_W,P0430,1026.0,577.0,41.2,24.9,0
WH_MUMBAI_W,P0316,3093.0,1989.0,142.1,21.8,0
WH_MUMBAI_W,P0988,3208.0,977.0,69.8,46.0,0
WH_MUMBAI_W,P0674,1066.0,497.0,35.5,30.0,0
WH_MUMBAI_W,P0491,3227.0,1511.0,107.9,29.9,0
WH_MUMBAI_W,P0971,3408.0,1264.0,90.3,37.7,0
WH_MUMBAI_W,P0487,2548.0,2443.0,174.5,14.6,0
WH_MUMBAI_W,P0918,1622.0,906.0,64.7,25.1,0
WH_MUMBAI_W,P0083,3867.0,1268.0,90.6,42.7,0
WH_MUMBAI_W,P0637,6045.0,1849.0,132.1,45.8,0
WH_MUMBAI_W,P0371,1964.0,1046.0,74.7,26.3,0
WH_MUMBAI_W,P0335,994.0,1014.0,72.4,13.7,1
WH_MUMBAI_W,P0076,3077.0,1322.0,94.4,32.6,0
WH_MUMBAI_W,P0466,3900.0,1319.0,94.2,41.4,0
WH_MUMBAI_W,P0904,2874.0,909.0,64.9,44.3,0
WH_MUMBAI_W,P0876,1603.0,641.0,45.8,35.0,0
WH_MUMBAI_W,P0432,2655.0,1267.0,90.5,29.3,0
WH_MUMBAI_W,P0458,1258.0,1068.0,76.3,16.5,0
WH_MUMBAI_W,P0202,653.0,641.0,45.8,14.3,0
WH_MUMBAI_W,P0952,549.0,718.0,51.3,10.7,1
WH_MUMBAI_W,P0069,591.0,342.0,24.4,24.2,0
WH_MUMBAI_W,P0521,688.0,218.0,15.6,44.1,0
WH_MUMBAI_W,P0565,5918.0,2206.0,157.6,37.6,0
WH_MUMBAI_W,P0714,7230.0,2240.0,160.0,45.2,0
WH_MUMBAI_W,P0143,1828.0,1014.0,72.4,25.2,0
WH_MUMBAI_W,P0962,5222.0,2356.0,168.3,31.0,0
WH_MUMBAI_W,P0470,5115.0,1679.0,119.9,42.7,0
WH_MUMBAI_W,P0708,5837.0,2500.0,178.6,32.7,0
WH_MUMBAI_W,P0755,6942.0,2192.0,156.6,44.3,0
WH_MUMBAI_W,P0598,3285.0,2470.0,176.4,18.6,0
WH_MUMBAI_W,P0909,2430.0,1347.0,96.2,25.3,0
WH_MUMBAI_W,P0410,244.0,224.0,16.0,15.2,0
WH_MUMBAI_W,P0927,1011.0,386.0,27.6,36.6,0
WH_MUMBAI_W,P0119,3396.0,2444.0,174.6,19.5,0
WH_MUMBAI_W,P0719,7148.0,2213.0,158.1,45.2,0
WH_MUMBAI_W,P0332,1292.0,1119.0,79.9,16.2,0
WH_MUMBAI_W,P0834,8052.0,2398.0,171.3,47.0,0
WH_MUMBAI_W,P0368,2292.0,2402.0,171.6,13.4,1
WH_MUMBAI_W,P0102,448.0,251.0,17.9,25.0,0
WH_MUMBAI_W,P0356,4577.0,2114.0,151.0,30.3,0
WH_MUMBAI_W,P0319,2893.0,1162.0,83.0,34.9,0
WH_MUMBAI_W,P0627,3459.0,1995.0,142.5,24.3,0
WH_MUMBAI_W,P0220,1306.0,399.0,28.5,45.8,0
WH_MUMBAI_W,P0088,1732.0,1487.0,106.2,16.3,0
WH_MUMBAI_W,P0280,1773.0,686.0,49.0,36.2,0
WH_MUMBAI_W,P0867,623.0,227.0,16.2,38.5,0
WH_MUMBAI_W,P0176,5788.0,2442.0,174.4,33.2,0
WH_MUMBAI_W,P0748,5668.0,1931.0,137.9,41.1,0
WH_MUMBAI_W,P0267,3806.0,1765.0,126.1,30.2,0
WH_MUMBAI_W,P0347,2571.0,2062.0,147.3,17.5,0
WH_MUMBAI_W,P0712,2522.0,1833.0,130.9,19.3,0
WH_MUMBAI_W,P0801,6987.0,2237.0,159.8,43.7,0
WH_MUMBAI_W,P0345,3433.0,1614.0,115.3,29.8,0
WH_MUMBAI_W,P0070,4002.0,1197.0,85.5,46.8,0
WH_MUMBAI_W,P0584,467.0,273.0,19.5,23.9,0
WH_MUMBAI_W,P0091,1061.0,683.0,48.8,21.7,0
WH_MUMBAI_W,P0994,3765.0,1414.0,101.0,37.3,0
WH_MUMBAI_W,P0824,4629.0,1620.0,115.7,40.0,0
WH_MUMBAI_W,P0131,2532.0,1926.0,137.6,18.4,0
WH_MUMBAI_W,P0560,1250.0,823.0,58.8,21.3,0
WH_MUMBAI_W,P0479,2234.0,974.0,69.6,32.1,0
WH_MUMBAI_W,P0709,6891.0,2373.0,169.5,40.7,0
WH_MUMBAI_W,P0913,2396.0,1554.0,111.0,21.6,0
WH_MUMBAI_W,P0038,1013.0,391.0,27.9,36.3,0
WH_MUMBAI_W,P0064,316.0,318.0,22.7,13.9,1
WH_MUMBAI_W,P0022,2964.0,2344.0,167.4,17.7,0
WH_MUMBAI_W,P0965,3679.0,1911.0,136.5,27.0,0
WH_MUMBAI_W,P0109,1139.0,1193.0,85.2,13.4,1
WH_MUMBAI_W,P0809,4515.0,1548.0,110.6,40.8,0
WH_MUMBAI_W,P0633,2829.0,1320.0,94.3,30.0,0
WH_MUMBAI_W,P0992,1526.0,1410.0,100.7,15.2,0
WH_NAGPUR_C,P0353,1076.0,549.0,39.2,27.4,0
WH_NAGPUR_C,P0857,4483.0,1854.0,132.4,33.9,0
WH_NAGPUR_C,P0300,1849.0,1033.0,73.8,25.1,0
WH_NAGPUR_C,P0975,4518.0,2491.0,177.9,25.4,0
WH_NAGPUR_C,P0160,1367.0,777.0,55.5,24.6,0
WH_NAGPUR_C,P0116,1725.0,1592.0,113.7,15.2,0
WH_NAGPUR_C,P0836,757.0,659.0,47.1,16.1,0
WH_NAGPUR_C,P0005,2533.0,1474.0,105.3,24.1,0
WH_NAGPUR_C,P0840,2953.0,2197.0,156.9,18.8,0
WH_NAGPUR_C,P0791,4145.0,1793.0,128.1,32.4,0
WH_NAGPUR_C,P0981,434.0,263.0,18.8,23.1,0
WH_NAGPUR_C,P0159,947.0,588.0,42.0,22.5,0
WH_NAGPUR_C,P0700,2056.0,743.0,53.1,38.7,0
WH_NAGPUR_C,P0247,3341.0,2475.0,176.8,18.9,0
WH_NAGPUR_C,P0030,1480.0,2020.0,144.3,10.3,1
WH_NAGPUR_C,P0956,695.0,407.0,29.1,23.9,0
WH_NAGPUR_C,P0596,953.0,735.0,52.5,18.2,0
WH_NAGPUR_C,P0154,2668.0,927.0,66.2,40.3,0
WH_NAGPUR_C,P0533,877.0,575.0,41.1,21.3,0
WH_NAGPUR_C,P0540,5859.0,2019.0,144.2,40.6,0
WH_NAGPUR_C,P0027,555.0,307.0,21.9,25.3,0
WH_NAGPUR_C,P0530,4135.0,1231.0,87.9,47.0,0
WH_NAGPUR_C,P0672,2274.0,1757.0,125.5,18.1,0
WH_NAGPUR_C,P0218,2353.0,906.0,64.7,36.4,0
WH_NAGPUR_C,P0342,1577.0,1758.0,125.6,12.6,1
WH_NAGPUR_C,P0294,5917.0,2114.0,151.0,39.2,0
WH_NAGPUR_C,P0688,1234.0,889.0,63.5,19.4,0
WH_NAGPUR_C,P0222,1074.0,559.0,39.9,26.9,0
WH_NAGPUR_C,P0852,820.0,1100.0,78.6,10.4,1
WH_NAGPUR_C,P0062,3555.0,2195.0,156.8,22.7,0
WH_NAGPUR_C,P0517,1274.0,627.0,44.8,28.4,0
WH_NAGPUR_C,P0404,6235.0,2110.0,150.7,41.4,0
WH_NAGPUR_C,P0642,2454.0,1005.0,71.8,34.2,0
WH_NAGPUR_C,P0372,1766.0,1828.0,130.6,13.5,1
WH_NAGPUR_C,P0544,1280.0,722.0,51.6,24.8,0
WH_NAGPUR_C,P0914,1981.0,598.0,42.7,46.4,0
WH_NAGPUR_C,P0884,6606.0,2181.0,155.8,42.4,0
WH_NAGPUR_C,P0097,6411.0,1911.0,136.5,47.0,0
WH_NAGPUR_C,P0125,1454.0,1715.0,122.5,11.9,1
WH_NAGPUR_C,P0139,3637.0,2502.0,178.7,20.4,0
WH_NAGPUR_C,P0492,1745.0,1835.0,131.1,13.3,1
WH_NAGPUR_C,P0363,6006.0,1821.0,130.1,46.2,0
WH_NAGPUR_C,P0080,1051.0,640.0,45.7,23.0,0
WH_NAGPUR_C,P0589,4304.0,2148.0,153.4,28.1,0
WH_NAGPUR_C,P0866,2391.0,1204.0,86.0,27.8,0
WH_NAGPUR_C,P0634,1894.0,735.0,52.5,36.1,0
WH_NAGPUR_C,P0567,4889.0,1854.0,132.4,36.9,0
WH_NAGPUR_C,P0021,1351.0,535.0,38.2,35.4,0
WH_NAGPUR_C,P0545,4977.0,2447.0,174.8,28.5,0
WH_NAGPUR_C,P0193,733.0,379.0,27.1,27.0,0
WH_NAGPUR_C,P0663,1998.0,956.0,68.3,29.3,0
WH_NAGPUR_C,P0511,2049.0,1439.0,102.8,19.9,0
WH_NAGPUR_C,P0041,2757.0,1546.0,110.4,25.0,0
WH_NAGPUR_C,P0998,2780.0,2425.0,173.2,16.1,0
WH_NAGPUR_C,P0783,2127.0,1127.0,80.5,26.4,0
WH_NAGPUR_C,P0422,780.0,288.0,20.6,37.9,0
WH_NAGPUR_C,P0191,4416.0,1721.0,122.9,35.9,0
WH_NAGPUR_C,P0666,2922.0,854.0,61.0,47.9,0
WH_NAGPUR_C,P0364,2407.0,2317.0,165.5,14.5,0
WH_NAGPUR_C,P0524,8236.0,2425.0,173.2,47.6,0
WH_NAGPUR_C,P0662,2023.0,1326.0,94.7,21.4,0
WH_NAGPUR_C,P0581,6498.0,2241.0,160.1,40.6,0
WH_NAGPUR_C,P0449,4605.0,1492.0,106.6,43.2,0
WH_NAGPUR_C,P0231,2819.0,1278.0,91.3,30.9,0
WH_NAGPUR_C,P0429,1796.0,1985.0,141.8,12.7,1
WH_NAGPUR_C,P0620,1546.0,913.0,65.2,23.7,0
WH_NAGPUR_C,P0595,3301.0,986.0,70.4,46.9,0
WH_NAGPUR_C,P0608,1630.0,1744.0,124.6,13.1,1
WH_NAGPUR_C,P0150,1229.0,1050.0,75.0,16.4,0
WH_NAGPUR_C,P0357,5057.0,2345.0,167.5,30.2,0
WH_NAGPUR_C,P0228,1672.0,1533.0,109.5,15.3,0
WH_NAGPUR_C,P0554,491.0,388.0,27.7,17.7,0
WH_NAGPUR_C,P0205,5233.0,1639.0,117.1,44.7,0
WH_NAGPUR_C,P0115,540.0,711.0,50.8,10.6,1
WH_NAGPUR_C,P0337,1283.0,781.0,55.8,23.0,0
WH_NAGPUR_C,P0911,386.0,396.0,28.3,13.6,1
WH_NAGPUR_C,P0822,3337.0,1390.0,99.3,33.6,0
WH_NAGPUR_C,P0266,2333.0,2076.0,148.3,15.7,0
WH_NAGPUR_C,P0790,7309.0,2216.0,158.3,46.2,0
WH_NAGPUR_C,P0796,1504.0,1665.0,118.9,12.6,1
WH_NAGPUR_C,P0297,2839.0,885.0,63.2,44.9,0
WH_NAGPUR_C,P0011,608.0,251.0,17.9,34.0,0
WH_NAGPUR_C,P0105,2418.0,1189.0,84.9,28.5,0
WH_NAGPUR_C,P0195,2692.0,2114.0,151.0,17.8,0
WH_NAGPUR_C,P0569,891.0,283.0,20.2,44.1,0
WH_NAGPUR_C,P0276,3102.0,1078.0,77.0,40.3,0
WH_NAGPUR_C,P0188,3606.0,1257.0,89.8,40.2,0
WH_NAGPUR_C,P0711,4151.0,1781.0,127.2,32.6,0
WH_NAGPUR_C,P0391,1555.0,1033.0,73.8,21.1,0
WH_NAGPUR_C,P0673,1061.0,430.0,30.7,34.6,0
WH_NAGPUR_C,P0553,3854.0,2047.0,146.2,26.4,0
WH_NAGPUR_C,P0161,942.0,357.0,25.5,36.9,0
WH_NAGPUR_C,P0230,3259.0,1516.0,108.3,30.1,0
WH_NAGPUR_C,P0821,5827.0,2437.0,174.1,33.5,0
WH_NAGPUR_C,P0651,7884.0,2328.0,166.3,47.4,0
WH_NAGPUR_C,P0189,253.0,218.0,15.6,16.2,0
WH_NAGPUR_C,P0135,4697.0,1494.0,106.7,44.0,0
WH_NAGPUR_C,P0279,3354.0,1019.0,72.8,46.1,0
WH_NAGPUR_C,P0641,3666.0,1226.0,87.6,41.8,0
WH_NAGPUR_C,P0926,2931.0,948.0,67.7,43.3,0
WH_NAGPUR_C,P0568,1223.0,741.0,52.9,23.1,0
WH_NAGPUR_C,P0286,7144.0,2118.0,151.3,47.2,0
WH_NAGPUR_C,P0583,4717.0,2289.0,163.5,28.9,0
WH_NAGPUR_C,P0198,1404.0,1007.0,71.9,19.5,0
WH_NAGPUR_C,P0254,3447.0,1309.0,93.5,36.9,0
WH_NAGPUR_C,P0103,6830.0,2030.0,145.0,47.1,0
WH_NAGPUR_C,P0152,1257.0,508.0,36.3,34.6,0
WH_NAGPUR_C,P0754,1847.0,777.0,55.5,33.3,0
WH_NAGPUR_C,P0759,595.0,552.0,39.4,15.1,0
WH_NAGPUR_C,P0763,2079.0,2290.0,163.6,12.7,1
WH_NAGPUR_C,P0056,1963.0,605.0,43.2,45.4,0
WH_NAGPUR_C,P0780,442.0,259.0,18.5,23.9,0
WH_NAGPUR_C,P0084,1484.0,622.0,44.4,33.4,0
WH_NAGPUR_C,P0465,1466.0,477.0,34.1,43.0,0
WH_NAGPUR_C,P0907,2578.0,1807.0,129.1,20.0,0
WH_NAGPUR_C,P0893,811.0,260.0,18.6,43.6,0
WH_NAGPUR_C,P0592,4255.0,1396.0,99.7,42.7,0
WH_NAGPUR_C,P0716,3125.0,2337.0,166.9,18.7,0
WH_NAGPUR_C,P0837,3988.0,1550.0,110.7,36.0,0
WH_NAGPUR_C,P0892,1360.0,923.0,65.9,20.6,0
WH_NAGPUR_C,P0408,3803.0,1964.0,140.3,27.1,0
WH_NAGPUR_C,P0213,2964.0,2337.0,166.9,17.8,0
WH_NAGPUR_C,P0693,5000.0,1660.0,118.6,42.2,0
WH_NAGPUR_C,P0476,2031.0,1051.0,75.1,27.0,0
WH_NAGPUR_C,P0925,5246.0,2258.0,161.3,32.5,0
WH_NAGPUR_C,P0261,4166.0,1931.0,137.9,30.2,0
WH_NAGPUR_C,P0746,1284.0,543.0,38.8,33.1,0
WH_NAGPUR_C,P0079,3124.0,1011.0,72.2,43.3,0
WH_NAGPUR_C,P0915,449.0,540.0,38.6,11.6,1
WH_NAGPUR_C,P0430,1669.0,2013.0,143.8,11.6,1
WH_NAGPUR_C,P0316,2109.0,666.0,47.6,44.3,0
WH_NAGPUR_C,P0988,2066.0,1576.0,112.6,18.3,0
WH_NAGPUR_C,P0674,1356.0,431.0,30.8,44.0,0
WH_NAGPUR_C,P0491,2356.0,718.0,51.3,45.9,0
WH_NAGPUR_C,P0971,493.0,218.0,15.6,31.6,0
WH_NAGPUR_C,P0487,1367.0,1721.0,122.9,11.1,1
WH_NAGPUR_C,P0918,7152.0,2325.0,166.1,43.1,0
WH_NAGPUR_C,P0083,4648.0,2471.0,176.5,26.3,0
WH_NAGPUR_C,P0637,319.0,399.0,28.5,11.2,1
WH_NAGPUR_C,P0371,3621.0,1222.0,87.3,41.5,0
WH_NAGPUR_C,P0335,4125.0,1418.0,101.3,40.7,0
WH_NAGPUR_C,P0076,2265.0,1093.0,78.1,29.0,0
WH_NAGPUR_C,P0466,3540.0,1926.0,137.6,25.7,0
WH_NAGPUR_C,P0904,6688.0,2248.0,160.6,41.6,0
WH_NAGPUR_C,P0876,1401.0,580.0,41.4,33.8,0
WH_NAGPUR_C,P0432,2681.0,1320.0,94.3,28.4,0
WH_NAGPUR_C,P0458,1071.0,580.0,41.4,25.9,0
WH_NAGPUR_C,P0202,3354.0,1380.0,98.6,34.0,0
WH_NAGPUR_C,P0952,3972.0,2016.0,144.0,27.6,0
WH_NAGPUR_C,P0069,1315.0,1320.0,94.3,13.9,1
WH_NAGPUR_C,P0521,2866.0,1925.0,137.5,20.8,0
WH_NAGPUR_C,P0565,758.0,293.0,20.9,36.3,0
WH_NAGPUR_C,P0714,3179.0,2470.0,176.4,18.0,0
WH_NAGPUR_C,P0143,6760.0,2062.0,147.3,45.9,0
WH_NAGPUR_C,P0962,2261.0,836.0,59.7,37.9,0
WH_NAGPUR_C,P0470,170.0,220.0,15.7,10.8,1
WH_NAGPUR_C,P0708,1050.0,895.0,63.9,16.4,0
WH_NAGPUR_C,P0755,3202.0,1942.0,138.7,23.1,0
WH_NAGPUR_C,P0598,722.0,679.0,48.5,14.9,0
WH_NAGPUR_C,P0909,2530.0,1100.0,78.6,32.2,0
WH_NAGPUR_C,P0410,3273.0,1289.0,92.1,35.5,0
WH_NAGPUR_C,P0927,1722.0,1705.0,121.8,14.1,0
WH_NAGPUR_C,P0119,912.0,617.0,44.1,20.7,0
WH_NAGPUR_C,P0719,1409.0,879.0,62.8,22.4,0
WH_NAGPUR_C,P0332,5956.0,2433.0,173.8,34.3,0
WH_NAGPUR_C,P0834,4661.0,2157.0,154.1,30.2,0
WH_NAGPUR_C,P0368,2858.0,2324.0,166.0,17.2,0
WH_NAGPUR_C,P0102,1253.0,1065.0,76.1,16.5,0
WH_NAGPUR_C,P0356,1379.0,1592.0,113.7,12.1,1
WH_NAGPUR_C,P0319,1914.0,1242.0,88.7,21.6,0
WH_NAGPUR_C,P0627,3216.0,2201.0,157.2,20.5,0
WH_NAGPUR_C,P0220,2034.0,2069.0,147.8,13.8,1
WH_NAGPUR_C,P0088,2220.0,1760.0,125.7,17.7,0
WH_NAGPUR_C,P0280,4671.0,2331.0,166.5,28.1,0
WH_NAGPUR_C,P0867,794.0,713.0,50.9,15.6,0
WH_NAGPUR_C,P0176,2104.0,1096.0,78.3,26.9,0
WH_NAGPUR_C,P0748,5761.0,2353.0,168.1,34.3,0
WH_NAGPUR_C,P0267,2890.0,2482.0,177.3,16.3,0
WH_NAGPUR_C,P0347,3382.0,1621.0,115.8,29.2,0
WH_NAGPUR_C,P0712,2160.0,2138.0,152.7,14.1,0
WH_NAGPUR_C,P0801,1593.0,1438.0,102.7,15.5,0
WH_NAGPUR_C,P0345,1743.0,526.0,37.6,46.4,0
WH_NAGPUR_C,P0070,880.0,647.0,46.2,19.0,0
WH_NAGPUR_C,P0584,2151.0,1884.0,134.6,16.0,0
WH_NAGPUR_C,P0091,2418.0,2278.0,162.7,14.9,0
WH_NAGPUR_C,P0994,1306.0,906.0,64.7,20.2,0
WH_NAGPUR_C,P0824,575.0,312.0,22.3,25.8,0
WH_NAGPUR_C,P0131,4410.0,1415.0,101.1,43.6,0
WH_NAGPUR_C,P0560,1353.0,1077.0,76.9,17.6,0
WH_NAGPUR_C,P0479,4836.0,1572.0,112.3,43.1,0
