order_id,customer_id,customer_city,customer_state,product_id,warehouse_id,shipment_id,ordered_qty,fulfilled_qty,order_date,promised_date,actual_pod_date,order_status,is_on_time,is_in_full,is_canonical_otif
ORD-2024-10024,e2fbf107ce84bbcaca6f0dff445f697c,brasilia,DF,P0430,WH_NAGPUR_C,SHP-10024,37,37,2024-07-24 07:00:00,2024-07-25 04:35:24,2024-07-25 05:19:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-10025,73952c491dd6ec53fcea1d31238cb787,belo horizonte,MG,P0913,WH_KOLKATA_E,SHP-10025,1,1,2024-07-24 15:00:00,2024-07-25 06:46:48,2024-07-25 06:48:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-10026,ace9efacd99682fd1afabe6bb12b8024,rio de janeiro,RJ,P0131,WH_DELHI_N,SHP-10026,6,6,2024-07-25 04:00:00,2024-07-26 07:33:36,2024-07-26 08:10:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-10027,b15bc400089461a0549f238a6722353f,itapevi,SP,P0027,WH_KOLKATA_E,SHP-10027,45,36,2024-07-26 13:00:00,2024-07-27 14:31:48,2024-07-28 07:26:24,DELIVERED_LATE,0,0,0
ORD-2024-10028,691f8c3aaf876f1892786a22e30ff785,balneario camboriu,SC,P0410,WH_KOLKATA_E,SHP-10028,47,47,2024-07-27 10:00:00,2024-07-28 17:22:12,2024-07-28 17:34:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-10029,71ef4d882400ced4bddcd6e8a60e1e9f,sao paulo,SP,P0666,WH_BLR_S,SHP-10029,4,4,2024-07-28 19:00:00,2024-07-29 17:01:12,2024-07-29 18:07:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-10030,7bb3b0d45b4e1a13cd914e4a135e6bd9,sao paulo,SP,P0530,WH_KOLKATA_E,SHP-10030,30,30,2024-07-30 04:00:00,2024-07-30 23:28:48,2024-07-30 23:01:12,DELIVERED_ON_TIME,1,1,1
ORD-2024-10031,6c4f1f1c4c39dc8ccd561f4f0c2135b3,santa rita do passa quatro,SP,P0391,WH_BLR_S,SHP-10031,30,30,2024-07-30 23:00:00,2024-08-01 02:33:36,2024-08-01 03:39:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-10032,a1ec7a32bc3bab200e6d9860303b4ff3,sao paulo,SP,P0545,WH_NAGPUR_C,SHP-10032,17,17,2024-08-01 06:00:00,2024-08-02 03:57:36,2024-08-03 01:55:48,FAILED,0,1,0
ORD-2024-10033,a5d4e10b7ef44fca5d3c946650f13fb1,rio de janeiro,RJ,P0364,WH_BLR_S,SHP-10033,24,24,2024-08-01 06:00:00,2024-08-02 07:23:24,2024-08-03 07:27:00,FAILED,0,1,0
ORD-2024-10034,914db96caec65d45202426db4679490e,sorocaba,SP,P0319,WH_NAGPUR_C,SHP-10034,31,31,2024-08-02 17:00:00,2024-08-03 05:46:48,2024-08-03 06:35:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-10035,9350fd9c2e40200b1651587dfe717a95,coronel fabriciano,MG,P0131,WH_NAGPUR_C,SHP-10035,28,28,2024-08-04 00:00:00,2024-08-04 09:49:12,2024-08-05 06:16:48,DELIVERED_LATE,0,1,0
ORD-2024-10036,cf403f7325b6f0bd65dec9b3793277df,rio de janeiro,RJ,P0030,WH_KOLKATA_E,SHP-10036,45,45,2024-08-04 22:00:00,2024-08-05 11:50:24,2024-08-05 11:52:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-10037,802bb9a59876a712f8380da8f297057c,jaragua do sul,SC,P0479,WH_DELHI_N,SHP-10037,43,43,2024-08-05 13:00:00,2024-08-06 15:02:24,2024-08-06 21:39:36,DELIVERED_LATE,0,1,0
ORD-2024-10038,890c6e206d77271353668167a369a6e0,belo horizonte,MG,P0479,WH_NAGPUR_C,SHP-10038,4,4,2024-08-06 22:00:00,2024-08-07 22:11:24,2024-08-07 22:49:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-10039,c3482ff6a57386fb93da1cfed67d1aad,monte santo de minas,MG,P0867,WH_KOLKATA_E,SHP-10039,39,39,2024-08-08 08:00:00,2024-08-08 21:22:48,2024-08-08 21:59:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-10040,5cfb23ffe74b81e0a0cbdf71e27a4021,contagem,MG,P0479,WH_BLR_S,SHP-10040,19,19,2024-08-08 22:00:00,2024-08-10 01:31:48,2024-08-10 01:36:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-10041,4b29474c60ebdcf9372db1c79c2190b7,sao paulo,SP,P0663,WH_DELHI_N,SHP-10041,24,24,2024-08-09 04:00:00,2024-08-10 04:55:12,2024-08-10 06:36:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-10042,30fcc8d14dbfeb74241a95b353c42cb1,sao bernardo do campo,SP,P0754,WH_BLR_S,SHP-10042,7,7,2024-08-10 12:00:00,2024-08-11 05:28:48,2024-08-11 16:48:00,DELIVERED_LATE,0,1,0
ORD-2024-10043,7074b20d7eb3f9f5772cd7cb57943fdf,sao paulo,SP,P0783,WH_MUMBAI_W,SHP-10043,46,46,2024-08-11 23:00:00,2024-08-12 13:44:24,2024-08-12 13:42:36,DELIVERED_ON_TIME,1,1,1
ORD-2024-10044,21fc7edb4b4ddc19c5a1602b672a479c,taubate,SP,P0231,WH_KOLKATA_E,SHP-10044,48,48,2024-08-12 11:00:00,2024-08-13 16:38:24,2024-08-13 15:55:12,DELIVERED_ON_TIME,1,1,1
ORD-2024-10045,10b13e89e2eb3812975f1dc3884874de,salvador,BA,P0316,WH_DELHI_N,SHP-10045,9,9,2024-08-14 04:00:00,2024-08-14 14:09:00,2024-08-14 14:35:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-10046,8fd50d32ac51d30d03b416bf7b27e72d,rio de janeiro,RJ,P0663,WH_MUMBAI_W,SHP-10046,22,22,2024-08-15 11:00:00,2024-08-15 20:57:36,2024-08-15 22:01:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-10047,2e401a3a209079930afd5f9e57ec6bb3,natal,RN,P0971,WH_BLR_S,SHP-10047,2,2,2024-08-16 04:00:00,2024-08-17 00:00:00,2024-08-17 00:31:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-10048,b204afb461c278e57b4d2edb8cc947e9,hidrolandia,GO,P0027,WH_DELHI_N,SHP-10048,27,27,2024-08-17 02:00:00,2024-08-18 03:10:48,2024-08-18 02:39:00,DELIVERED_ON_TIME,1,1,1
ORD-2024-10049,1a22a929e1167b7a71cc69544814526e,sao paulo,SP,P0205,WH_MUMBAI_W,SHP-10049,16,16,2024-08-17 19:00:00,2024-08-18 03:44:24,2024-08-18 09:55:12,FAILED,0,1,0
ORD-2024-10050,04172bd08c3ce1f9546706d7c239d62e,contagem,MG,P0368,WH_MUMBAI_W,SHP-10050,5,5,2024-08-18 22:00:00,2024-08-19 06:09:00,2024-08-19 07:45:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-10051,ec4ec2c0dab7654bfd6beaa39e319f50,sao paulo,SP,P0154,WH_NAGPUR_C,SHP-10051,12,12,2024-08-19 16:00:00,2024-08-20 08:36:00,2024-08-20 07:51:00,DELIVERED_ON_TIME,1,1,1
ORD-2024-10052,e1b154db90ab51a05208751d9ac37984,rio de janeiro,RJ,P0988,WH_DELHI_N,SHP-10052,26,26,2024-08-20 21:00:00,2024-08-21 15:49:12,2024-08-22 16:21:36,DELIVERED_LATE,0,1,0
ORD-2024-10053,acb2bc172e66ed2aef88e4663e734e39,maragogi,AL,P0391,WH_BLR_S,SHP-10053,15,15,2024-08-22 06:00:00,2024-08-22 17:17:24,2024-08-22 17:54:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-10054,50577f33200de8b27ca46bf8ec17d82b,porto alegre,RS,P0524,WH_BLR_S,SHP-10054,3,3,2024-08-23 11:00:00,2024-08-23 21:05:24,2024-08-23 22:52:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-10055,1b337e561848c1abff24332c0eae028d,sao paulo,SP,P0247,WH_KOLKATA_E,SHP-10055,9,9,2024-08-24 03:00:00,2024-08-24 23:43:48,2024-08-24 23:26:24,DELIVERED_ON_TIME,1,1,1
ORD-2024-10056,42e12c826887f33a3399c76584879494,carapicuiba,SP,P0840,WH_NAGPUR_C,SHP-10056,28,28,2024-08-25 00:00:00,2024-08-26 03:23:24,2024-08-26 04:40:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-10057,7a34180d4442d594be87d3e69bbf0ba0,sao paulo,SP,P0673,WH_DELHI_N,SHP-10057,39,39,2024-08-25 11:00:00,2024-08-26 06:42:36,2024-08-26 07:18:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-10058,00b7c3aa68e7f0e83117105ee4964a49,brasilia,DF,P0041,WH_MUMBAI_W,SHP-10058,36,36,2024-08-26 08:00:00,2024-08-27 06:25:48,2024-08-27 07:35:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-10059,39baadc8a03599bc0b1463d5e5e5f4e1,jaboatao dos guararapes,PE,P0430,WH_KOLKATA_E,SHP-10059,25,25,2024-08-27 11:00:00,2024-08-28 12:35:24,2024-08-28 11:46:48,DELIVERED_ON_TIME,1,1,1
ORD-2024-10060,635e6841727c22cbb3926856fd4b9ac5,cotia,SP,P0195,WH_KOLKATA_E,SHP-10060,41,41,2024-08-28 17:00:00,2024-08-29 12:51:36,2024-08-29 12:18:00,DELIVERED_ON_TIME,1,1,1
ORD-2024-10061,cd5d029f3793dce60e4dbac49e2f4cd1,teresina,PI,P0161,WH_NAGPUR_C,SHP-10061,28,28,2024-08-30 05:00:00,2024-08-30 14:12:36,2024-08-30 13:36:36,DELIVERED_ON_TIME,1,1,1
ORD-2024-10062,3922d6a8ed0273142c88d1d9fa62f3ad,canavieiras,BA,P0056,WH_MUMBAI_W,SHP-10062,47,47,2024-08-31 01:00:00,2024-08-31 22:27:36,2024-08-31 23:31:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-10063,83340e4b205bf32a8e3d5b7d02be5dbf,palmares paulista,SP,P0131,WH_DELHI_N,SHP-10063,21,21,2024-09-01 14:00:00,2024-09-02 01:01:12,2024-09-02 22:02:24,DELIVERED_LATE,0,1,0
ORD-2024-10064,a615fb4a888b6c54964306a7e6f9d745,araruama,RJ,P0633,WH_KOLKATA_E,SHP-10064,29,29,2024-09-02 04:00:00,2024-09-03 04:01:12,2024-09-04 00:43:12,DELIVERED_LATE,0,1,0
ORD-2024-10065,1ed276c1784fa46d7834f7d86c3ed78f,vila velha,ES,P0220,WH_MUMBAI_W,SHP-10065,25,25,2024-09-02 09:00:00,2024-09-03 04:31:12,2024-09-03 04:34:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-10066,8f2fca2a65ebb9180707648aed3f3e31,guaxupe,MG,P0005,WH_DELHI_N,SHP-10066,30,30,2024-09-03 10:00:00,2024-09-04 10:09:36,2024-09-04 10:21:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-10067,4a5c16183847325df9ffeb0c0035e807,fazenda nova,GO,P0867,WH_KOLKATA_E,SHP-10067,39,39,2024-09-04 19:00:00,2024-09-05 09:57:00,2024-09-06 04:32:24,FAILED,0,1,0
ORD-2024-10068,837cf66598995d5f51efd00d99ced139,carapicuiba,SP,P0544,WH_KOLKATA_E,SHP-10068,11,11,2024-09-05 21:00:00,2024-09-06 13:00:00,2024-09-06 12:33:00,DELIVERED_ON_TIME,1,1,1
ORD-2024-10069,b0369ba1585d7b8ad5593c0f95c4316a,cosmopolis,SP,P0297,WH_DELHI_N,SHP-10069,19,19,2024-09-06 22:00:00,2024-09-07 16:27:00,2024-09-08 14:16:48,DELIVERED_LATE,0,1,0
ORD-2024-10070,fda8efd1272b75cd0f1e9a7b710b0d57,belo horizonte,MG,P0719,WH_NAGPUR_C,SHP-10070,11,11,2024-09-07 22:00:00,2024-09-08 21:49:48,2024-09-08 21:06:00,DELIVERED_ON_TIME,1,1,1
ORD-2024-10071,220371973d4ec69cbd7abf93ed8e99de,resende,RJ,P0193,WH_BLR_S,SHP-10071,25,25,2024-09-09 10:00:00,2024-09-09 21:40:12,2024-09-09 22:16:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-10072,7478c22961661e8adccc13e1763ea59f,poco fundo,MG,P0198,WH_BLR_S,SHP-10072,1,1,2024-09-10 17:00:00,2024-09-10 23:31:12,2024-09-10 23:13:12,DELIVERED_ON_TIME,1,1,1
ORD-2024-10073,d3d15f8ea937386cd303c296833ea313,itupeva,SP,P0988,WH_DELHI_N,SHP-10073,32,32,2024-09-10 02:00:00,2024-09-11 03:44:24,2024-09-11 18:18:00,DELIVERED_LATE,0,1,0
ORD-2024-10074,085b2a422d36a53c027062f47b3b5238,recife,PE,P0857,WH_DELHI_N,SHP-10074,21,21,2024-09-11 11:00:00,2024-09-12 08:04:12,2024-09-13 01:49:12,DELIVERED_LATE,0,1,0
ORD-2024-10075,20899a98f69e29ac34d852719a64f431,frederico westphalen,RS,P0491,WH_DELHI_N,SHP-10075,45,45,2024-09-12 13:00:00,2024-09-13 10:08:24,2024-09-13 10:34:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-10076,9608550726f0135e52d3d72c08783afa,sao paulo,SP,P0998,WH_MUMBAI_W,SHP-10076,13,13,2024-09-13 21:00:00,2024-09-14 15:48:00,2024-09-14 16:33:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-10077,a0c5cbf7dae5ccd736f5c2576bccf564,belo horizonte,MG,P0103,WH_BLR_S,SHP-10077,34,34,2024-09-15 00:00:00,2024-09-15 14:32:24,2024-09-16 07:47:24,DELIVERED_LATE,0,1,0
ORD-2024-10078,02fe8d515ed6bdaba7035d433bdac524,pirai do sul,PR,P0975,WH_KOLKATA_E,SHP-10078,17,17,2024-09-16 09:00:00,2024-09-16 21:22:48,2024-09-16 22:08:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-10079,136e2c8c718aedc13d5304f0196c8178,jacarezinho,PR,P0998,WH_MUMBAI_W,SHP-10079,47,47,2024-09-17 01:00:00,2024-09-17 22:06:36,2024-09-17 22:48:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-10080,959f76d6d4c26184cb83d2d2e85b9d53,sao paulo,SP,P0709,WH_BLR_S,SHP-10080,19,19,2024-09-18 04:00:00,2024-09-19 00:14:24,2024-09-19 12:27:00,DELIVERED_LATE,0,1,0
ORD-2024-10081,b19d16198d11b08a0730eac3471345f0,concordia,SC,P0432,WH_KOLKATA_E,SHP-10081,10,10,2024-09-18 11:00:00,2024-09-19 03:34:12,2024-09-19 22:12:36,DELIVERED_LATE,0,1,0
ORD-2024-10082,c36e7cd497c538831ff5d1a3e5af5e47,balsamo,SP,P0589,WH_KOLKATA_E,SHP-10082,42,42,2024-09-19 15:00:00,2024-09-20 06:20:24,2024-09-20 06:04:48,DELIVERED_ON_TIME,1,1,1
ORD-2024-10083,d24e2cc94a4722b65c06f1912247f544,curitiba,PR,P0927,WH_NAGPUR_C,SHP-10083,9,9,2024-09-20 20:00:00,2024-09-21 13:44:24,2024-09-22 02:10:48,FAILED,0,1,0
ORD-2024-10084,c3189548cd373b2d1f4d190e5008fe7b,casca,RS,P0479,WH_NAGPUR_C,SHP-10084,11,11,2024-09-21 13:00:00,2024-09-22 12:58:48,2024-09-22 14:47:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-10085,9bd57151d05cbdea4a2befd59fcdb619,belo horizonte,MG,P0247,WH_BLR_S,SHP-10085,38,38,2024-09-22 21:00:00,2024-09-23 19:25:12,2024-09-23 18:26:24,DELIVERED_ON_TIME,1,1,1
ORD-2024-10086,e745e8122599d453a0b96fbf6047a476,belo horizonte,MG,P0651,WH_BLR_S,SHP-10086,31,31,2024-09-24 03:00:00,2024-09-24 18:57:00,2024-09-24 18:37:48,DELIVERED_ON_TIME,1,1,1
ORD-2024-10087,ee519cedd5a973f8c6f245c1b2da22e2,guarulhos,SP,P0021,WH_KOLKATA_E,SHP-10087,2,2,2024-09-25 09:00:00,2024-09-25 20:04:48,2024-09-25 20:10:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-10088,51b633e4aba90ffc11aae5c2d8e3ec6e,recife,PE,P0030,WH_BLR_S,SHP-10088,24,24,2024-09-25 23:00:00,2024-09-26 23:04:48,2024-09-26 23:32:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-10089,eaf7daeb68a40e006b443f9256fd2bfe,embu-guacu,SP,P0992,WH_KOLKATA_E,SHP-10089,42,42,2024-09-26 04:00:00,2024-09-27 04:28:12,2024-09-27 06:01:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-10090,43b319fef4cdab9d509d63f048be59f8,mandaguacu,PR,P0479,WH_KOLKATA_E,SHP-10090,47,47,2024-09-27 10:00:00,2024-09-28 10:42:00,2024-09-29 06:28:12,DELIVERED_LATE,0,1,0
ORD-2024-10091,2899a15d86ca65cd24d1fc9a0deaf800,paranagua,PR,P0139,WH_KOLKATA_E,SHP-10091,5,5,2024-07-01 02:00:00,2024-07-01 11:57:00,2024-07-01 11:07:12,DELIVERED_ON_TIME,1,1,1
ORD-2024-10092,8ffa1ee9742c30cdbf8c65e4242fd7ab,catalao,GO,P0011,WH_KOLKATA_E,SHP-10092,30,30,2024-07-01 15:00:00,2024-07-02 15:32:24,2024-07-02 17:03:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-10093,2ed038155d7facf771a02b24d1a90447,quilombo,SC,P0056,WH_NAGPUR_C,SHP-10093,39,39,2024-07-02 15:00:00,2024-07-03 16:46:48,2024-07-03 15:55:48,DELIVERED_ON_TIME,1,1,1
ORD-2024-10094,3f25ebe2334e0d1436d693d392f55e7a,volta redonda,RJ,P0041,WH_DELHI_N,SHP-10094,35,35,2024-07-03 19:00:00,2024-07-04 18:51:00,2024-07-04 17:54:36,DELIVERED_ON_TIME,1,1,1
ORD-2024-10095,15b897ae00814eb17fcbd3adf06e0e1f,simplicio mendes,PI,P0218,WH_MUMBAI_W,SHP-10095,48,48,2024-07-04 23:00:00,2024-07-06 00:17:24,2024-07-06 01:22:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-10096,7879403f50f60335295a3a05a92e3b24,arroio do meio,RS,P0143,WH_KOLKATA_E,SHP-10096,17,17,2024-07-06 09:00:00,2024-07-07 02:52:12,2024-07-07 04:52:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-10097,2028d59868c16385088ca96f56b803c8,belo horizonte,MG,P0131,WH_MUMBAI_W,SHP-10097,31,31,2024-07-06 03:00:00,2024-07-07 02:15:00,2024-07-07 03:56:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-10098,91f4c41a935cd785368b978f1a82b237,rio de janeiro,RJ,P0476,WH_KOLKATA_E,SHP-10098,2,2,2024-07-07 13:00:00,2024-07-08 08:42:00,2024-07-09 07:56:24,DELIVERED_LATE,0,1,0
ORD-2024-10099,3ae75409eae0fd9abb6b38503c7969ec,esteio,RS,P0492,WH_MUMBAI_W,SHP-10099,16,16,2024-07-08 08:00:00,2024-07-09 12:12:36,2024-07-09 11:13:48,DELIVERED_ON_TIME,1,1,1
ORD-2024-10100,781631db44968ee7218c9602594751ca,brasilia,DF,P0708,WH_MUMBAI_W,SHP-10100,21,21,2024-07-10 01:00:00,2024-07-10 13:28:12,2024-07-11 06:13:48,DELIVERED_LATE,0,1,0
ORD-2024-10101,41d14dee386b72886a52f91141c811ed,londrina,PR,P0030,WH_MUMBAI_W,SHP-10101,30,19,2024-07-11 07:00:00,2024-07-11 16:17:24,2024-07-11 17:27:36,DELIVERED_ON_TIME,0,0,0
ORD-2024-10102,49448355180f018b9167239d283ccbb5,campinas do sul,RS,P0866,WH_KOLKATA_E,SHP-10102,1,1,2024-07-12 06:00:00,2024-07-12 22:15:00,2024-07-12 23:43:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-10103,63313fa30c9be66c8164655204ff68d4,conselheiro lafaiete,MG,P0429,WH_NAGPUR_C,SHP-10103,14,14,2024-07-13 13:00:00,2024-07-13 22:29:24,2024-07-13 23:38:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-10104,855b3bf88a29a543905f5d4f10860f7d,sao paulo,SP,P0391,WH_BLR_S,SHP-10104,16,10,2024-07-14 14:00:00,2024-07-15 00:55:12,2024-07-15 01:31:48,DELIVERED_ON_TIME,0,0,0
ORD-2024-10105,dd19f165f47b245203fbf13563af85d2,bom jesus da lapa,BA,P0228,WH_MUMBAI_W,SHP-10105,9,9,2024-07-14 13:00:00,2024-07-15 07:14:24,2024-07-15 07:40:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-10106,81960f733a0385ff7daa37152eab8e2c,bauru,SP,P0840,WH_BLR_S,SHP-10106,49,49,2024-07-15 08:00:00,2024-07-16 11:34:12,2024-07-16 13:04:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-10107,903544156dc24c5aa969e4896aaef5b8,sao paulo,SP,P0711,WH_MUMBAI_W,SHP-10107,8,8,2024-07-16 12:00:00,2024-07-17 09:15:00,2024-07-17 08:52:12,DELIVERED_ON_TIME,1,1,1
ORD-2024-10108,5926018301827261608273eed79d5732,sao goncalo,RJ,P0915,WH_NAGPUR_C,SHP-10108,9,9,2024-07-18 05:00:00,2024-07-18 13:32:24,2024-07-18 15:26:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-10109,aa50fbd0f92aff557741ca48da1ebaef,americana,SP,P0487,WH_DELHI_N,SHP-10109,34,34,2024-07-19 05:00:00,2024-07-19 14:04:48,2024-07-19 15:12:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-10110,c4270f9c273e2970e913382fac6e20ed,sao paulo,SP,P0449,WH_MUMBAI_W,SHP-10110,45,45,2024-07-20 09:00:00,2024-07-20 20:15:00,2024-07-21 15:06:00,FAILED,0,1,0
